funding_agency,funding_account,year,flow_stage,amount_usd,amount_usd_constant,source,source_url,retrieved_at
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2004,disbursement,112847.0,178950.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2006,commitment,66440.0,99031.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2006,disbursement,66440.0,99031.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2007,commitment,56375.0,81777.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2007,disbursement,56375.0,81777.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2008,commitment,287846.0,409055.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2008,disbursement,287846.0,409055.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2009,commitment,265465.0,373430.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2009,disbursement,265465.0,373430.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2010,commitment,230045.0,320826.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2010,disbursement,230045.0,320826.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2011,commitment,97211.0,132906.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2011,disbursement,11150.0,15244.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2012,commitment,399892.0,536982.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2012,disbursement,203631.0,273440.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2013,commitment,150459.0,198438.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2013,disbursement,312187.0,411740.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2014,commitment,298852.0,387090.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2014,disbursement,235514.0,305051.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2015,commitment,378348.0,485034.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2015,disbursement,367042.0,470541.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2016,commitment,412039.0,524036.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2016,disbursement,-60809.0,-77337.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2017,commitment,610319.0,763327.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2017,disbursement,190572.0,238350.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2018,commitment,225666.0,276111.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2018,disbursement,32956.0,40323.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2019,commitment,560658.0,673661.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2019,disbursement,-266720.0,-320480.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2020,commitment,-1910.0,-2266.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2020,disbursement,-292511.0,-346968.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2021,commitment,99998.0,114688.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2022,commitment,1726204.0,1849061.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2022,disbursement,-22736.0,-24354.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2023,commitment,542468.0,555755.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2023,disbursement,283426.0,290370.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2024,commitment,487211.0,487211.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2024,disbursement,-400026.0,-400026.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Multinational Species Conservation Fund",2025,disbursement,194851.0,190271.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Resource Management",2012,commitment,46764.0,62796.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Resource Management",2013,disbursement,39973.0,52720.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Resource Management",2014,commitment,24938.0,32301.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Resource Management",2014,disbursement,31729.0,41097.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Resource Management",2017,commitment,17475.0,21856.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Resource Management",2018,disbursement,164567.0,201354.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Resource Management",2021,commitment,26460.0,30347.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOI,"U.S. Fish and Wildlife Service, Resource Management",2023,disbursement,75532.0,77382.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOJ,"Federal Bureau of Investigation, Salaries and Expenses",2010,commitment,26528.0,36997.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOJ,"Federal Bureau of Investigation, Salaries and Expenses",2010,disbursement,26528.0,36997.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2001,commitment,9500000.0,15976402.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2005,commitment,3500000.0,5386305.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2005,disbursement,3500000.0,5386305.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2006,commitment,2000000.0,2981051.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2006,disbursement,2000000.0,2981051.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2007,commitment,345000.0,500454.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2007,disbursement,345000.0,500454.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2013,commitment,424822.0,560292.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2013,disbursement,424822.0,560292.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2015,commitment,882717.0,1131626.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2015,disbursement,932697.0,1195699.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2016,disbursement,204454.0,260027.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2017,disbursement,158850.0,198673.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2018,commitment,2600000.0,3181197.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2018,disbursement,195504.0,239207.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2019,disbursement,340168.0,408730.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2020,disbursement,827181.0,981180.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2021,commitment,250000.0,286726.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2021,disbursement,909722.0,1043365.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2022,disbursement,1054065.0,1129085.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2024,disbursement,248529.0,248529.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2025,commitment,260000.0,253890.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOL,"Department of Labor, Departmental Management, Salaries and Expenses",2025,disbursement,316345.0,308909.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOT,"Federal Aviation Administration, Operations",2026,commitment,150.0,143.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
DOT,"Federal Aviation Administration, Operations",2026,disbursement,150.0,143.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
EPA,"Environmental Protection Agency, Environmental Programs and Management",2010,commitment,150000.0,209193.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
EPA,"Environmental Protection Agency, Environmental Programs and Management",2010,disbursement,150000.0,209193.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
EPA,"Environmental Protection Agency, Environmental Programs and Management",2024,commitment,30000.0,30000.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2001,commitment,2016996.0,3392035.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2001,disbursement,2016996.0,3392035.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2002,commitment,2340881.0,3875747.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2002,disbursement,2340881.0,3875747.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2003,commitment,2234310.0,3629629.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2003,disbursement,2234310.0,3629629.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2004,commitment,1788697.0,2836469.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2004,disbursement,1788697.0,2836469.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2005,commitment,1905258.0,2932085.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2005,disbursement,1905258.0,2932085.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2006,commitment,227091.0,338485.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2006,disbursement,227091.0,338485.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2007,commitment,2421752.0,3512973.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2007,disbursement,2421752.0,3512973.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2008,commitment,1897716.0,2696822.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2008,disbursement,1897716.0,2696822.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2009,commitment,1775728.0,2497922.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2009,disbursement,1775728.0,2497922.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2010,commitment,3602379.0,5023970.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2010,disbursement,3374130.0,4705648.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2011,commitment,3689729.0,5044539.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
HHS,"Centers for Disease Control, Disease Control, Research, and Training",2011,disbursement,141862.0,193951.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2012,commitment,170693.0,229209.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2013,commitment,596847.0,787173.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2013,disbursement,173343.0,228617.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2014,commitment,745584.0,965720.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2014,disbursement,616819.0,798940.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2015,commitment,1097809.0,1407369.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2015,disbursement,200214.0,256675.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2016,commitment,14214853.0,18078621.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2016,disbursement,1576815.0,2005415.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2017,commitment,45422798.0,56810294.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2017,disbursement,10309153.0,12893654.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2018,commitment,2180561.0,2667999.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2018,disbursement,3659353.0,4477353.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2019,commitment,3062583.0,3679865.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2019,disbursement,12399579.0,14898792.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2020,commitment,1367578.0,1622182.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2020,disbursement,2942920.0,3490809.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2021,commitment,2441348.0,2799997.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2021,disbursement,7158135.0,8209702.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2022,commitment,1699545.0,1820503.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2022,disbursement,4869379.0,5215941.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2023,commitment,460233698.0,471505804.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2023,disbursement,7590213.0,7776115.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2024,commitment,3063311.0,3063311.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2024,disbursement,20876471.0,20876471.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2025,commitment,919121.0,897521.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2025,disbursement,74849224.0,73090197.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2026,commitment,50154427.0,47979304.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
MCC,"Millennium Challenge Corporation, Expenses",2026,disbursement,66319973.0,63443772.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2001,commitment,1735000.0,2917795.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2001,disbursement,1735000.0,2917795.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2002,commitment,2111000.0,3495139.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2002,disbursement,2111000.0,3495139.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2003,commitment,2624000.0,4262679.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2003,disbursement,2655100.0,4313201.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2004,commitment,2108000.0,3342812.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2004,disbursement,2108000.0,3342812.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2005,commitment,299955.0,461614.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2005,disbursement,279045.0,429434.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2012,commitment,1151798.0,1546652.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2012,disbursement,202908.0,272466.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2013,commitment,34978.0,46129.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2013,disbursement,502042.0,662137.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2014,commitment,665920.0,862536.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2014,disbursement,362992.0,470167.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2015,commitment,208729.0,267583.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2015,disbursement,366571.0,469940.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2016,commitment,358068.0,455397.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2016,disbursement,280257.0,356435.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2017,commitment,1188924.0,1486988.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2017,disbursement,1237417.0,1547638.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2018,commitment,1600581.0,1958369.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2018,disbursement,1582650.0,1936430.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2019,commitment,1791708.0,2152837.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2019,disbursement,1882115.0,2261466.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2020,commitment,1802081.0,2137579.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2020,disbursement,1630555.0,1934122.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2021,commitment,912995.0,1047118.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2021,disbursement,1123299.0,1288316.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2022,commitment,1300618.0,1393182.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2022,disbursement,1211071.0,1297265.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2023,commitment,1671871.0,1712819.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2023,disbursement,1523943.0,1561269.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
PC,Peace Corps,2024,commitment,1847825.0,1847825.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-11T22:08:20Z
