usg_category,usg_sector,year,flow_stage,amount_usd,amount_usd_constant,source,source_url,retrieved_at
Environment,Natural Resources and Biodiversity,2003,commitment,70706.0,114862.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2003,disbursement,320706.0,520986.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2004,commitment,112847.0,178950.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2004,disbursement,112847.0,178950.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2006,commitment,66440.0,99031.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2006,disbursement,66440.0,99031.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2007,commitment,56375.0,81777.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2007,disbursement,56375.0,81777.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2008,commitment,306425.0,435457.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2008,disbursement,287846.0,409055.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2009,commitment,294202.0,413855.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2009,disbursement,299119.0,420772.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2010,commitment,301699.0,420757.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2010,disbursement,299183.0,417249.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2011,commitment,6113543.0,8358341.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2011,disbursement,160939.0,220035.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2012,commitment,15433.0,20724.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2012,disbursement,1070490.0,1437473.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2013,commitment,354334.0,467327.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2013,disbursement,4821741.0,6359327.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2014,commitment,1492201.0,1932784.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2014,disbursement,400942.0,519322.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2015,commitment,9063677.0,11619455.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2015,disbursement,4173064.0,5349784.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2016,commitment,8757452.0,11137833.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2016,disbursement,3660883.0,4655955.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2017,commitment,726126.0,908167.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2017,disbursement,190572.0,238350.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2018,commitment,312146.0,381923.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2018,disbursement,155283.0,189995.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2019,commitment,668628.0,803393.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2019,disbursement,-266720.0,-320480.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2020,commitment,-1910.0,-2266.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2020,disbursement,-394649.0,-468121.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2021,commitment,126458.0,145035.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2022,commitment,1726204.0,1849061.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2022,disbursement,-22736.0,-24354.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2023,commitment,542468.0,555755.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2023,disbursement,358958.0,367752.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2024,commitment,487211.0,487211.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2024,disbursement,-400026.0,-400026.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Environment,Natural Resources and Biodiversity,2025,disbursement,194851.0,190271.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2001,commitment,-17082.0,-28728.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2001,disbursement,154330.0,259540.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2003,commitment,-3637.0,-5908.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2003,disbursement,-3637.0,-5908.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2005,commitment,400000.0,615578.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2006,commitment,495000.0,737810.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2007,commitment,200000.0,290118.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2007,disbursement,60000.0,87036.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2008,commitment,4253347.0,6044382.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2008,disbursement,1220439.0,1734354.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2009,commitment,6041872.0,8499119.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2009,disbursement,5637659.0,7930506.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2010,commitment,8514247.0,11874186.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2010,disbursement,4663372.0,6503657.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2011,commitment,6120302.0,8367579.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2011,disbursement,8055878.0,11013862.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2012,commitment,7972133.0,10705115.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2012,disbursement,5600372.0,7520272.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2013,commitment,7937738.0,10468974.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2013,disbursement,9505440.0,12536601.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2014,commitment,7774790.0,10070348.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2014,disbursement,7560721.0,9793071.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2015,commitment,24644709.0,31594031.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2015,disbursement,16578769.0,21253657.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2016,commitment,15678881.0,19940592.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2016,disbursement,11862931.0,15087417.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2017,commitment,10407451.0,13016598.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2017,disbursement,10062322.0,12584938.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2018,commitment,12258539.0,14998776.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2018,disbursement,17028944.0,20835550.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2019,commitment,12844947.0,15433927.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2019,disbursement,12490613.0,15008172.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2020,commitment,6980768.0,8280394.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2020,disbursement,12271032.0,14555559.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2021,commitment,13125173.0,15053327.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2021,disbursement,6525132.0,7483702.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2022,commitment,9585743.0,10267975.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2022,disbursement,9865524.0,10567668.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2023,commitment,16649693.0,17057481.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2023,disbursement,14385685.0,14738019.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2024,commitment,17576493.0,17576493.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2024,disbursement,14887555.0,14887555.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2025,commitment,-215330.0,-210269.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2025,disbursement,12531848.0,12237336.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Family Planning and Reproductive Health,2026,disbursement,-152385.0,-145776.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2002,commitment,6375000.0,10554955.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2003,commitment,8881533.0,14428019.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2003,disbursement,81292.0,132060.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2004,commitment,8494522.0,13470394.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2004,disbursement,7625807.0,12092805.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2005,commitment,4546683.0,6997092.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2005,disbursement,8476972.0,13045585.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2006,commitment,4680192.0,6975946.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2006,disbursement,12568646.0,18733891.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2007,commitment,12596644.0,18272590.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2007,disbursement,7718161.0,11195896.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2008,commitment,9137158.0,12984715.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2008,disbursement,10795981.0,15342043.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2009,commitment,5506310.0,7745743.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2009,disbursement,10149206.0,14276920.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2010,commitment,4570869.0,6374649.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2010,disbursement,5120602.0,7141326.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2011,commitment,4545831.0,6214986.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2011,disbursement,4856543.0,6639789.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2012,commitment,4531456.0,6084915.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2012,disbursement,4182479.0,5616299.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2013,commitment,3306400.0,4360765.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2013,disbursement,2724768.0,3593657.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2014,commitment,4093036.0,5301534.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2014,disbursement,4577202.0,5928651.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2015,commitment,3614407.0,4633599.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2015,disbursement,4664550.0,5979861.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2016,commitment,2878200.0,3660529.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2016,disbursement,2763076.0,3514112.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2017,commitment,1748911.0,2187364.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2017,disbursement,1417381.0,1772717.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2018,commitment,3763088.0,4604280.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2018,disbursement,2616299.0,3201140.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2019,commitment,2830977.0,3401578.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2019,disbursement,2526825.0,3036122.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2020,commitment,8855397.0,10504026.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2020,disbursement,4606951.0,5464635.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2021,commitment,3854349.0,4420573.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2021,disbursement,6143645.0,7046176.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2022,commitment,6277947.0,6724759.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2022,disbursement,6608496.0,7078835.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2023,commitment,8691224.0,8904091.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2023,disbursement,8133294.0,8332495.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2024,commitment,13014406.0,13014406.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2024,disbursement,8208149.0,8208149.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2025,commitment,5031260.0,4913020.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2025,disbursement,6486558.0,6334117.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,HIV/AIDS,2026,disbursement,1605916.0,1536269.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2012,commitment,575899.0,773326.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2012,disbursement,101454.0,136233.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2013,commitment,16841.0,22210.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2013,disbursement,241724.0,318807.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2014,commitment,327568.0,424284.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2014,disbursement,178556.0,231276.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2015,commitment,38851.0,49806.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2015,disbursement,68230.0,87471.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2016,commitment,1953.0,2485.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2016,disbursement,1527.0,1943.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2025,commitment,4030.0,3935.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Health - General,2026,commitment,2.0,2.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Malaria,2015,commitment,5015.0,6429.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Malaria,2015,disbursement,5014.0,6428.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2001,commitment,17160000.0,28858425.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2001,disbursement,7069332.0,11888683.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2002,commitment,12207277.0,20211335.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2002,disbursement,9216793.0,15260052.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2003,commitment,10836163.0,17603309.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2003,disbursement,14928963.0,24252048.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2004,commitment,11612381.0,18414612.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2004,disbursement,12016981.0,19056213.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2005,commitment,18727430.0,28820471.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2005,disbursement,11339927.0,17451517.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2006,commitment,9287252.0,13842884.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2006,disbursement,17189369.0,25621199.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2007,commitment,2105714.0,3054528.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2007,disbursement,10272915.0,14901797.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2008,commitment,6182693.0,8786154.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2008,disbursement,5837715.0,8295905.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2009,commitment,7521053.0,10579888.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2009,disbursement,5712866.0,8036311.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2010,commitment,6246989.0,8712206.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2010,disbursement,7290960.0,10168149.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2011,commitment,6629173.0,9063296.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2011,disbursement,5198152.0,7106826.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2012,commitment,9468161.0,12714006.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2012,disbursement,8146793.0,10939659.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2013,commitment,6467821.0,8530321.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2013,disbursement,9284287.0,12244923.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2014,commitment,15688469.0,20320595.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2014,disbursement,10073877.0,13048258.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2015,commitment,23394777.0,29991644.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2015,disbursement,14591491.0,18706004.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2016,commitment,21521718.0,27371580.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2016,disbursement,18808859.0,23921331.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2017,commitment,14634668.0,18303581.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2017,disbursement,21035434.0,26309019.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2018,commitment,15048950.0,18412952.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2018,disbursement,18964224.0,23203441.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2019,commitment,18075397.0,21718609.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2019,disbursement,11168542.0,13419631.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2020,commitment,8861902.0,10511741.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2020,disbursement,12507196.0,14835692.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2021,commitment,13575051.0,15569294.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2021,disbursement,14466647.0,16591880.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2022,commitment,7992620.0,8561469.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2022,disbursement,11269371.0,12071426.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2023,commitment,8341600.0,8545905.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2023,disbursement,9005683.0,9226252.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2024,commitment,16923417.0,16923417.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2024,disbursement,7883044.0,7883044.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2025,commitment,17299200.0,16892652.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2025,disbursement,5608146.0,5476348.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Maternal and Child Health,2026,disbursement,364392.0,348589.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2003,commitment,2988165.0,4854263.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2003,disbursement,2833165.0,4602466.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2005,commitment,12348496.0,19003645.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2005,disbursement,11948496.0,18388067.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2006,commitment,4637734.0,6912662.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2006,disbursement,4792734.0,7143693.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2007,disbursement,119055.0,172700.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
