usg_category,usg_sector,year,flow_stage,amount_usd,amount_usd_constant,source,source_url,retrieved_at
Peace and Security,Stabilization Operations and Security Sector Reform,2003,disbursement,4220309.0,6855878.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2004,commitment,4521000.0,7169285.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2004,disbursement,4521000.0,7169285.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2005,commitment,3863225.0,5945288.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2005,disbursement,3863225.0,5945288.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2006,commitment,813126.0,1211985.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2006,disbursement,813126.0,1211985.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2007,commitment,788000.0,1143066.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2007,disbursement,788000.0,1143066.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2008,commitment,853000.0,1212189.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2008,disbursement,853000.0,1212189.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2009,commitment,743000.0,1045181.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2009,disbursement,743000.0,1045181.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2010,commitment,1722528.0,2402281.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2010,disbursement,1722528.0,2402281.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2011,commitment,1908000.0,2608587.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2011,disbursement,1908000.0,2608587.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2012,commitment,2190000.0,2940769.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2012,disbursement,2190000.0,2940769.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2013,commitment,3601521.0,4749996.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2013,disbursement,3268477.0,4310749.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2014,commitment,2754000.0,3567137.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2014,disbursement,2791161.0,3615270.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2015,commitment,4644000.0,5953517.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2015,disbursement,4939883.0,6332834.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2016,commitment,19123041.0,24320914.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2016,disbursement,21204388.0,26967996.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2017,commitment,2514000.0,3144260.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2017,disbursement,2492195.0,3116989.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2018,commitment,9216105.0,11276249.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2018,disbursement,9216351.0,11276550.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2019,commitment,1803712.0,2167261.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2019,disbursement,725467.0,871688.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2020,commitment,1182307.0,1402420.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2020,disbursement,461614.0,547554.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2021,commitment,17857113.0,20480414.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2021,disbursement,17071740.0,19579665.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2022,commitment,48491489.0,51942708.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2022,disbursement,42258608.0,45266223.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2023,commitment,4939406.0,5060382.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2023,disbursement,1404406.0,1438803.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2024,commitment,3259439.0,3259439.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2024,disbursement,2010478.0,2010478.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2025,commitment,1901381.0,1856697.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2025,disbursement,2142923.0,2092562.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2005,commitment,409525.0,630237.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2005,disbursement,409525.0,630237.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2007,commitment,671610.0,974233.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2007,disbursement,671610.0,974233.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2008,commitment,335000.0,476065.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2008,disbursement,335000.0,476065.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2009,commitment,622500.0,875673.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2009,disbursement,622500.0,875673.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2010,commitment,1465000.0,2043126.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2010,disbursement,98753.0,137723.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2011,commitment,350000.0,478515.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2011,disbursement,1560292.0,2133208.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2012,commitment,1700000.0,2282789.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2012,disbursement,1103559.0,1481877.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2013,commitment,1664294.0,2195015.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2013,disbursement,446139.0,588407.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2014,commitment,983706.0,1274152.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2014,disbursement,1214703.0,1573352.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2015,commitment,1892306.0,2425899.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2015,disbursement,1758440.0,2254285.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2016,commitment,3085871.0,3924648.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2016,disbursement,2773959.0,3527953.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2017,commitment,2456828.0,3072755.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2017,disbursement,1969171.0,2462847.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2018,disbursement,1437791.0,1759194.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2019,commitment,7000000.0,8410894.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2019,disbursement,8046475.0,9668295.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2020,commitment,1346324.0,1596972.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2020,disbursement,1535043.0,1820825.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2021,commitment,146086.0,167547.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2021,disbursement,1614829.0,1852055.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2022,commitment,200000.0,214234.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2022,disbursement,2933081.0,3141834.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2023,commitment,10160795.0,10409655.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2023,disbursement,3073950.0,3149238.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2024,commitment,878087.0,878087.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2024,disbursement,2715230.0,2715230.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Transnational Crime,2025,disbursement,2958176.0,2888654.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2001,commitment,2488872.0,4185600.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2001,disbursement,1929666.0,3245170.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2002,commitment,2400390.0,3974275.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2002,disbursement,2636173.0,4364651.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2003,commitment,2421869.0,3934319.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2003,disbursement,2796237.0,4542478.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2004,commitment,2735157.0,4337339.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2004,disbursement,2686147.0,4259621.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2005,commitment,2407664.0,3705263.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2005,disbursement,2479844.0,3816339.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2006,commitment,2262057.0,3371654.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2006,disbursement,2442901.0,3641208.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2007,commitment,2892111.0,4195275.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2007,disbursement,1804943.0,2618233.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2008,commitment,4305401.0,6118365.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2008,disbursement,3665416.0,5208885.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2009,commitment,5091665.0,7162453.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2009,disbursement,4645690.0,6535107.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2010,commitment,9252611.0,12903929.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2010,disbursement,7174173.0,10005275.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2011,commitment,8014466.0,10957253.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2011,disbursement,8363297.0,11434148.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2012,commitment,10539085.0,14152054.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2012,disbursement,9454671.0,12695908.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2013,commitment,12013202.0,15844023.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2013,disbursement,11476022.0,15135569.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2014,commitment,13761309.0,17824403.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Program Support,Direct Administrative Costs,2014,disbursement,12062604.0,15624179.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
