DATAFLOW,DONOR: Donor,RECIPIENT: Recipient,MEASURE: Measure,UNIT_MEASURE: Unit of measure,PRICE_BASE: Price base,TIME_PERIOD: Time period,OBS_VALUE,BASE_PER: Base period,UNIT_MULT: Unit multiplier,FLOW_TYPE: Flow type,OBS_STATUS: Observation status
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2016,-28.591371,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2018,-38.149104,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2015,-25.348423,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2017,-31.759984,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2015,-1.324415,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2016,-1.360942,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2017,-1.333066,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2018,-1.311397,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2017,-30.367745,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2016,-27.175036,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,"209: Interest received, ODA",USD: US dollar,V: Current prices,2015,-23.962489,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2016,61.766912,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2017,48.574605,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2015,29.096649,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2016,152.095319,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2017,152.4648,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2018,179.518235,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2015,246.715602,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2023,1.191888,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2022,4.362126,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2021,6.839647,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2020,4.659031,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2017,102.955195,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2016,89.248807,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2018,97.160925,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2015,215.2518,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),LUX: Luxembourg,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2017,1.196457,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),LUX: Luxembourg,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2019,0.030765,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),LUX: Luxembourg,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2021,0.112987,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),LUX: Luxembourg,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2022,0.126196,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),LUX: Luxembourg,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2018,0.317717,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),LUX: Luxembourg,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2024,0.431971,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),LUX: Luxembourg,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2023,0.207332,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),LUX: Luxembourg,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2020,0.147288,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),SVN: Slovenia,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2015,0.055463,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),TUR: Türkiye,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2015,0.5,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ISL: Iceland,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2015,0.3,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DEU: Germany,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2023,0.271132,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DEU: Germany,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2024,0.001622,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),TLS: Timor-Leste,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2015,0.5,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN018: UNHCR,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2022,2.0359,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN018: UNHCR,NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2023,2.0236,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN025: WHO-Strategic Preparedness and Response Plan [SPRP],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2021,0.0132,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN025: WHO-Strategic Preparedness and Response Plan [SPRP],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2022,0.023099,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2016,0.255268,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2015,1.555621,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2018,0.521988,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2019,1.018203,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2017,0.333996,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2022,0.482256,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2020,0.406155,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2021,0.6966,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2023,1.03122,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,216: Humanitarian aid,USD: US dollar,V: Current prices,2024,1.148737,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2017,0.474219,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2016,3.121188,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2015,4.459788,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2016,-1.16289,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2015,-1.317583,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLM: Multilaterals organisations,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2017,-2.605947,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),5RDB0: Regional Development Banks,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2019,-0.428601,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),5RDB0: Regional Development Banks,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2020,-0.243938,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),1UN026: World Health Organisation [WHO],NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2017,-0.039605,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),LUX: Luxembourg,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2017,0.127281,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),TUR: Türkiye,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2019,0.04243,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),TUR: Türkiye,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2021,0.0343,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2015,5.324821,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2016,0.497993,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2018,3.644595,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2017,3.628281,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2015,-1.986849,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2015,0.398558,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,212: Debt forgiveness,USD: US dollar,V: Current prices,2015,0.343871,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,255: Net debt relief,USD: US dollar,V: Current prices,2015,0.022185,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,215: Offsetting entries for debt relief (ODA claims),USD: US dollar,V: Current prices,2015,-0.321686,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,212: Debt forgiveness,USD: US dollar,V: Current prices,2018,0.118022,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,215: Offsetting entries for debt relief (ODA claims),USD: US dollar,V: Current prices,2018,-0.118022,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2018,2.903263,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2018,-7.457809,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2017,2.703627,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,255: Net debt relief,USD: US dollar,V: Current prices,2017,0.011273,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,212: Debt forgiveness,USD: US dollar,V: Current prices,2017,0.236726,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,215: Offsetting entries for debt relief (ODA claims),USD: US dollar,V: Current prices,2017,-0.225454,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2017,-9.330138,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2016,0.632458,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,255: Net debt relief,USD: US dollar,V: Current prices,2016,0.011058,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,212: Debt forgiveness,USD: US dollar,V: Current prices,2016,0.276457,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,215: Offsetting entries for debt relief (ODA claims),USD: US dollar,V: Current prices,2016,-0.265399,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DAC: DAC countries,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2016,-7.512168,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2022,-0.048976,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2022,0.096258,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2021,2.32362,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2021,-0.003375,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2023,-0.003369,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2020,0.113704,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2020,-0.022398,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),DACEU: DAC EU countries,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2020,0.288148,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2015,9.784609,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2015,0.398558,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,255: Net debt relief,USD: US dollar,V: Current prices,2015,0.022185,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,212: Debt forgiveness,USD: US dollar,V: Current prices,2015,0.343871,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,215: Offsetting entries for debt relief (ODA claims),USD: US dollar,V: Current prices,2015,-0.321686,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2015,-3.304431,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2018,2.903263,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,212: Debt forgiveness,USD: US dollar,V: Current prices,2018,0.118022,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,215: Offsetting entries for debt relief (ODA claims),USD: US dollar,V: Current prices,2018,-0.118022,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2018,3.680469,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2018,-8.964213,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2017,4.1245,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2017,2.703627,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,255: Net debt relief,USD: US dollar,V: Current prices,2017,0.011273,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,212: Debt forgiveness,USD: US dollar,V: Current prices,2017,0.236726,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,215: Offsetting entries for debt relief (ODA claims),USD: US dollar,V: Current prices,2017,-0.225454,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2017,-11.936085,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,213: Development food aid,USD: US dollar,V: Current prices,2016,3.619181,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,"217: ODA Loans, equity investment",USD: US dollar,V: Current prices,2016,0.632458,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,255: Net debt relief,USD: US dollar,V: Current prices,2016,0.011058,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,212: Debt forgiveness,USD: US dollar,V: Current prices,2016,0.276457,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,215: Offsetting entries for debt relief (ODA claims),USD: US dollar,V: Current prices,2016,-0.265399,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),ALLD: Official donors,NPL: Nepal,219: Recoveries on grants,USD: US dollar,V: Current prices,2016,-8.675058,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),THA: Thailand,NPL: Nepal,"250: ODA, total net excluding debt relief",USD: US dollar,V: Current prices,2017,0.190744,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),THA: Thailand,NPL: Nepal,"250: ODA, total net excluding debt relief",USD: US dollar,V: Current prices,2018,0.22851,,6: Millions,D: Disbursements,A: Normal value
OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.5),THA: Thailand,NPL: Nepal,"250: ODA, total net excluding debt relief",USD: US dollar,V: Current prices,2019,0.257325,,6: Millions,D: Disbursements,A: Normal value
